s_d2,s_d3,s_d4,s_d5,s_d6,s_d7,s_d8,s_d9,s_d10
1.069411374,-0.465957813,-0.030554611,-0.970108889,-0.993024847,1.940217778,-0.763865267,0.519428382,-0.305546107
1.731688077,-0.162784292,-0.314342082,-0.819534714,-0.92057324,0.822341339,-1.274208082,1.024418392,-0.087005398
0.996554899,-0.403919261,0.132432545,-0.940271068,-1.804393422,1.443514738,-0.016554068,0.758176319,-0.165540681
1.365811064,-0.669688006,-0.114551896,-1.013343693,-0.722558111,1.815206963,-0.669688006,0.440584214,-0.43177253
1.48139004,-0.540707365,-0.251836307,-0.851799273,-1.162891182,1.10363558,-0.74069502,1.236960684,-0.274057157
0.238065433,0.766756199,-0.541057802,-0.596709461,-1.097574398,1.93544105,-1.097574398,0.683278709,-0.290625333
1.026229746,0.040477739,-0.152386784,-0.902415484,-1.202426964,1.561964532,-1.052421224,1.004800354,-0.323821915
1.483252681,0.18506639,0.038101904,-1.431542955,-1.06413174,1.164829628,-0.81919093,0.69944209,-0.255827068
1.24020266,0.918464941,-0.566478377,-0.591227432,-1.209953815,0.571978167,-1.209953815,1.24020266,-0.39323499
0.751915728,-0.582128305,-0.072766038,-0.727660382,-1.237022649,1.528086801,-1.018724534,1.285533341,0.072766038
0.661448505,-0.030065841,-0.27059257,-0.360790093,-1.473226215,0.841843551,-1.292831168,1.653621262,0.27059257
0.397538179,-0.518389785,-0.604258032,-0.117671301,-1.348449503,1.742807377,-1.062222014,0.569274672,0.941370408
1.210689141,0.112281654,-0.39298579,-0.942189533,-0.942189533,1.540211388,-1.27171178,0.771326147,-0.085431693
1.248492226,0.229892336,-0.470395088,0.00707361,-1.457163732,1.0256735,-1.457163732,0.930179761,-0.056588883
1.813319707,0.519957668,-0.608794657,-0.538247636,-1.173170819,1.060818157,-1.126139472,-0.044418494,0.096675546
1.245156256,0.27350253,-0.536208908,-0.730539653,-1.410697261,1.212767798,-1.183978058,0.40305636,0.726940935
1.059952793,0.665551754,-0.862752274,-0.690201819,-1.454353833,1.281803378,-0.887402339,0.813452144,0.073950195
1.491093134,0.232983302,-0.736809693,-1.02512653,-1.051337151,1.255197541,-1.02512653,0.54751076,0.311615167
1.593675085,0.237198152,-0.452158978,-1.008092147,-1.030329474,1.349064491,-0.98585482,0.5262834,-0.22978571
1.687163292,0.123666419,-0.220832892,-0.830331673,-0.909831514,0.759665147,-1.572330189,0.309166048,0.653665359
0.960537407,-0.821628921,-0.874827916,-0.662031936,-0.795029423,1.838320823,-0.396036962,0.987136905,-0.236439977
1.170117783,-0.401270758,-0.373702538,-0.925066939,-0.980203379,1.418231764,-1.118044479,1.114981343,0.094957202
1.744368718,-0.188461947,0.008765672,-0.780144803,-0.997095184,1.093517576,-1.174600041,0.738507862,-0.444857851
1.075648105,-0.101425876,-0.341645056,-1.110346431,-1.206434103,1.796305645,-0.750017662,0.18683714,0.451078238
1.730324627,-0.245153077,-0.193841968,-0.399086405,-1.117441934,0.652791334,-1.502275252,0.883691325,0.190991351
1.411270604,-0.017640883,-1.19252366,0.395155769,-1.065509306,1.443024192,-1.065509306,0.236387826,-0.144655237
1.715624695,-0.207584483,-0.262533316,-0.674649569,-1.553830907,0.534224772,-0.3999054,1.221085192,-0.372430984
1.80504414,-0.36577987,0.206745144,-0.461200705,-1.558540315,0.993967037,-0.938304883,0.111324308,0.206745144
1.789039616,0.008990149,-0.773152799,-0.773152799,-1.06982771,1.22266024,-0.908005031,0.332635506,0.170812828
1.232275658,0.102898782,-0.258501818,-1.094240706,-0.936127944,1.096750433,-1.365291156,1.11933797,0.102898782
1.891417156,0.19790128,-0.47366536,-0.47366536,-1.291224748,0.402291128,-1.262026199,0.548283875,0.460688227
1.210034978,0.310008961,-0.86002486,-0.83752421,-1.265036568,1.232535628,-1.040030064,0.715020669,0.535015466
1.796837975,0.077332267,-0.311603548,-0.843831505,-1.191826707,0.486738388,-1.171356401,0.937085121,0.22062441
1.879134615,-0.134768788,-0.478047777,-0.729785703,-1.187491022,0.872182913,-1.02729416,0.66621552,0.139854403
1.582799486,-0.232225407,-0.864734082,-0.617230688,-1.167238231,1.390296846,-0.837233705,0.510284777,0.235281005
1.039584505,0.317889477,-0.764653066,-1.073950935,-1.02240129,0.962260038,-0.996626467,1.451981664,0.085916075
1.625167904,0.431166995,0.0637821,-0.739872358,-1.107257254,0.201551436,-1.359834369,1.188898341,-0.303602795
1.037500365,0.027302641,-0.68256603,-0.409539618,-0.709868671,2.07500073,-1.037500365,0.273026412,-0.573355465
1.402809105,-0.126836266,-0.720429993,-0.766091048,-1.314023719,1.220164882,-0.903074216,0.877706963,0.329774292
1.076291707,0.593110869,0.017895587,-0.833423032,-1.293595258,0.823196982,-1.477664148,1.122308929,-0.028121636
0.930766064,0.591816572,-0.57029597,-0.110293088,-1.345037664,0.688659284,-1.51451241,1.366558267,-0.037661055
1.826671009,0.009042926,-0.560661399,-0.370759957,-0.804820395,0.497360918,-1.564426161,0.931421356,0.036171703
1.874085143,0.187408514,-0.458109702,-0.458109702,-0.916219403,0.458109702,-1.582560787,0.645518216,0.249878019
0.715382019,0.004645338,0.255493578,-0.789707424,-1.625868226,1.25888654,-1.207787825,0.96623026,0.422725739
1.203950191,0.418075012,-0.844088156,-1.106046549,-1.225118546,1.013434996,-0.772644958,1.132506993,0.179931018
1.887803873,0.106355148,-0.398831804,-1.090140265,-0.744486035,0.265887869,-1.276261774,0.771074821,0.478598165
1.276535707,-0.309893969,-1.384572136,-1.128696382,-0.898408203,1.071835104,-0.028430639,0.969484802,0.432145718
0.814399453,0.299510543,-0.457679032,-0.185090785,-1.699469933,0.693249121,-1.033143108,1.60187661,-0.03365287
0.992645072,-0.97582058,-0.413401822,-0.67297971,-0.846031636,1.208959979,-0.99745207,1.490169358,0.213911408
1.561023196,0.507332539,-0.384251864,-0.708464373,-1.113730011,1.236810686,-1.14074772,0.561367957,-0.519340409
1.536012963,-0.227753646,0.248940032,-0.823620744,-1.800842784,0.606460291,-0.299257698,1.035484601,-0.275423014
1.655873594,-0.158598283,-0.690843367,-0.666650408,-0.158598283,0.325260885,-1.731140576,1.002663719,0.422032718
1.594909624,-0.033401249,-0.334012487,-0.38411436,-1.862119613,0.69307591,-0.634623725,0.918534338,0.041751561
1.876311672,-0.744480912,-0.348889579,-0.126369454,-1.387316829,0.343395255,-0.917552121,0.813159963,0.491742005
1.455509657,-0.048139424,0.079288464,-0.5323654,-1.755673127,0.359629818,-0.863677909,1.277110613,0.028317309
1.985472337,0.148910425,-0.620460105,-0.397094467,-1.042372977,0.47154968,-1.290557019,0.719733722,0.024818404
1.897854935,-0.179853296,0.013421888,0.11005948,-1.194548014,0.786522625,-1.508620189,-0.083215704,0.158378276
0.941068284,-0.024522952,-0.355582804,-0.024522952,-1.59705725,0.389301863,-1.155644114,1.713541273,0.113418653
1.524086931,-0.220072897,-0.279196959,-0.840875548,-1.018247734,0.87372225,-1.313868044,1.139780528,0.134671475
1.349962705,0.529914312,-0.398035185,-0.570676952,-1.951811087,0.875197846,-0.635417614,0.637815417,0.163050558
1.102516266,0.355650408,-0.311194107,-0.337867888,-1.6982307,0.995821143,-1.058059965,1.182537608,-0.231172765
1.147809211,0.296801924,-0.341453541,0.084050102,-1.59432538,0.604110111,-1.121543554,1.431478306,-0.50692718
1.760898168,0.166122469,-0.357163308,-1.154551157,-0.257489826,0.066448987,-0.880449084,1.412040984,-0.755857232
1.176096873,0.331294894,0.629460298,-0.414118617,-1.855251406,0.455530479,-1.333461948,0.480377596,0.53007183
1.444443861,0.042827176,0.393231348,-1.21862784,-1.183587423,0.918837605,-1.253668257,0.218029262,0.638514268
1.380243156,0.787365982,-1.075962278,-0.116065902,-1.555910467,0.307417794,-0.624246336,1.154385185,-0.257227134
1.817010757,0.057753398,-0.062195967,0.277660568,-1.701503961,0.037761837,-1.121748695,0.677491786,0.017770276
1.086980322,0.09000474,-0.844659868,-0.242320454,-1.218525711,1.294683568,-1.135444413,1.232372594,-0.263090779
1.070666398,0.481566109,-0.717673764,-0.0023377,-2.085228006,0.523644701,-0.191691364,1.175862878,-0.254809252
1.331876318,0.425305043,-0.212652521,-0.212652521,-1.824334788,0.761072182,-0.917763513,1.029685893,-0.380536091
1.908065917,0.089791337,0.089791337,0.15713484,-1.42543748,0.325493598,-1.459109231,0.123463089,0.190806592
1.164340952,0.924362283,-0.088880989,-0.488845438,-2.115367531,0.737712206,-0.622166921,0.337747757,0.151097681
1.351590275,0.021496466,0.190781132,-0.897477439,-1.405331439,1.037204465,-1.018395058,1.061387989,-0.341256391
1.466606243,0.271669401,0.124600252,-1.180638452,-1.860833269,0.694493207,-0.316607197,0.400354907,0.400354907
1.768656727,-0.291563302,-0.269876776,0.20722681,-1.614441427,0.27228639,-1.093964788,0.14216723,0.879509136
1.871804584,0.044730624,-0.605583836,-0.51268177,-1.286865651,0.72601244,-1.132028875,0.447306242,0.447306242
1.44520383,0.458000681,0.00769749,-0.494563761,-1.516405617,0.890984518,-1.447128203,0.163571672,0.492639388
1.900399538,-0.218404126,0.419789749,-1.086347795,-1.26504208,0.394261994,-0.524737186,0.853761583,-0.473681676
1.924989242,0.251304079,-0.856946908,-0.789094807,-1.331911616,0.341773547,-0.60815587,0.681034053,0.387008281
1.489363946,0.406190167,0.361057926,-0.135396722,-1.918120234,0.631851371,-1.12830602,0.338491806,-0.045132241
1.55794234,-0.104559889,-0.496659471,-1.108334819,-1.422014484,0.805111142,-0.63781532,0.601219359,0.805111142
1.697845192,-0.137373062,0.171716328,-1.045323146,-0.176009236,0.770577021,-1.740774274,0.558078066,-0.098736889
2.259636743,-0.153866315,0.063744616,-0.232997563,-1.044092853,0.182441488,-1.241920972,-0.173649127,0.340703984
2.023596109,-0.507922623,-0.562559718,-0.471497893,-1.527815062,0.402695626,-0.344011339,0.548394546,0.439120356
1.928006364,0.28766382,-0.14712577,-0.364520565,-1.767705152,0.307426983,-0.799310155,0.406242799,0.149321677
1.869359773,0.013026897,-0.4950221,-0.846748329,-0.866288675,1.126826623,-1.178934212,0.013026897,0.364753126
1.952098208,-0.60436477,-0.314269681,-0.876328917,-1.093900234,0.900503508,-0.749412315,0.193396726,0.592277475
1.910830377,0.001928184,-0.032779129,-0.553388817,-1.594608195,0.869610999,-0.831047318,0.001928184,0.227525716
1.854627155,-0.40053872,-0.127185281,-0.246777411,-1.596460018,0.932059297,-0.75931511,0.539113728,-0.195523641
0.881941362,-0.098459012,0.278618055,-0.871466999,-1.795305812,1.089333748,-0.946882412,0.731110535,0.731110535
1.827093759,-0.491909858,0.42665651,-0.567202183,-1.365300831,0.60735809,-1.18459925,0.381481115,0.36642265
1.90749426,-0.018288536,-0.857732318,-0.347482176,-0.890651682,1.249106979,-1.071708184,0.047550192,-0.018288536
1.744006161,-0.468317572,-0.258528252,-0.22038474,-0.868824455,0.580629026,-1.002326749,-0.849752698,1.343499279
1.941286955,-0.57898032,0.664124485,-0.647095652,-1.430421967,0.323547826,-0.800355148,0.034057666,0.493836155
1.753982363,-0.271803562,-0.042469307,-0.67313851,-1.093584645,0.760200588,-1.418474841,0.244198513,0.7410894
1.331001279,-0.66550064,-0.315598241,-0.87132558,-1.59171287,1.269253797,0.054886651,-0.089190807,0.878186411
1.901345842,-0.258289751,-0.213297342,-0.618229016,-1.323110077,0.506581188,-1.113145506,0.46158878,0.656555882
2.032796458,0.303160058,0.132632525,-0.232783616,-1.13414343,0.376243286,-1.450837419,-0.305866844,0.278798982
1.75583324,0.1339978,-0.115515345,-0.628403475,-1.834383674,0.688471455,-0.656127158,0.272616214,0.383510945
1.985723334,-0.189938754,-0.050074762,-0.687232945,-1.464255119,0.493840759,-0.904799154,0.353976768,0.462759873
1.542129037,-0.15577061,0.529620073,-1.043663085,-1.105971329,0.856738354,-1.355204305,0.077885305,0.654236561
1.688477506,-0.141177049,0.112941639,-0.649414425,-1.174593047,1.146357638,-1.089886818,-0.581649442,0.688943999
1.947484884,-0.307691557,0.007369858,-1.352368879,-1.020725285,0.869643203,-0.606170792,0.156609475,0.305849093
1.43027132,-0.014428967,-0.192987429,-0.842290929,-1.783781003,1.089386983,-0.501406591,0.050501383,0.764735233
1.730945323,-0.122004957,-0.039651611,-1.329854028,-1.302402912,1.044667441,-0.520046128,0.35838956,0.179957311
1.862316018,-0.077286858,0.109985144,-0.986893724,-1.441697157,0.859073151,-0.772868579,0.109985144,0.33738686
1.609364149,-0.651104581,0.327951939,-1.313407521,-1.284611741,0.702297079,-0.564717241,0.558318179,0.615909739
1.472552019,-0.457216366,0.096173098,-0.343700578,-1.393721611,1.259709918,-1.308584771,0.223878358,0.450909933
1.61278791,-0.189467921,-0.38355701,-0.189467921,-1.326275445,1.30779077,-1.243094407,0.406662854,0.004621169
1.213192953,-0.660537193,0.497768715,-0.933079759,-1.188588416,1.758278086,-0.285791164,-0.592401551,0.191158328
1.488282056,-1.03219562,-0.132025021,-0.780147852,-0.8521615,1.776336648,-0.438083025,-0.114021609,0.084015923
0.943442607,-0.700488402,0.46462775,-1.259105735,-1.131421773,1.789348855,-0.429159983,-0.062068593,0.384825274
1.128315995,-0.977873863,-0.0564158,-1.184731795,-1.015484396,1.617252927,-0.488936931,0.488936931,0.488936931
1.413770818,-1.036948635,-0.046758957,-0.739891732,-1.234986571,1.017694947,-0.8389107,0.869166495,0.596864334
1.553359325,0.412866557,-0.562070808,-1.297872594,-0.985156835,0.983112941,-1.003551879,0.633607093,0.2657062
1.06849035,-0.67408116,0.681252237,-0.932239903,-0.916104981,1.584807835,-1.254938331,0.068125224,0.37468873
1.334723939,-0.507797228,0.521846954,-1.248418482,-1.103907017,1.352787872,-0.94133162,0.395399423,0.196696159
1.352972638,-0.296198091,0.404134684,-0.815799828,-1.719455023,1.240015739,-0.635068789,0.584865723,-0.115467053
1.537314747,-0.509823768,0.019608606,-0.562767005,-1.498097534,1.466723763,-0.756892209,0.001960861,0.30197254
0.915018478,0.070386037,0.281544147,-0.947012131,-1.9644103,1.510100426,-0.083183498,0.185563188,0.031993653
0.097450078,-0.140084487,0.371528421,-1.23639786,-1.017135185,2.271804935,-0.231443934,0.097450078,-0.213172045
0.459067776,0.033128602,0.331286024,-1.116907167,-1.478955465,1.885964009,-0.712264952,0.288692107,0.309989065